index,age_bin,gender,race
6966,10-19,Female,East Asian
6969,3-9,Female,Black
6976,0-2,Male,East Asian
6978,3-9,Female,Black
6982,10-19,Male,Latino_Hispanic
6983,10-19,Female,Indian
6987,10-19,Female,Indian
6989,3-9,Male,Southeast Asian
7006,3-9,Male,Indian
7008,10-19,Male,East Asian
7010,3-9,Male,Southeast Asian
7012,10-19,Female,Southeast Asian
7014,10-19,Female,Indian
7045,3-9,Male,White
7050,10-19,Female,Indian
7058,10-19,Female,Latino_Hispanic
7059,3-9,Male,White
7062,10-19,Male,Southeast Asian
7063,3-9,Female,East Asian
7068,10-19,Female,Southeast Asian
7069,10-19,Female,White
7071,3-9,Female,White
7079,10-19,Male,Latino_Hispanic
7087,3-9,Female,White
7092,more than 70,Female,White
7094,10-19,Male,Latino_Hispanic
7102,0-2,Male,Middle Eastern
7115,0-2,Male,White
7124,3-9,Male,White
7127,10-19,Female,Southeast Asian
7131,3-9,Female,White
7141,more than 70,Male,Black
7156,10-19,Male,Black
7162,10-19,Male,Indian
7163,3-9,Male,Black
7166,3-9,Female,Indian
7173,10-19,Male,East Asian
7174,3-9,Female,Black
7181,10-19,Male,Black
7184,3-9,Male,Black
7185,10-19,Male,East Asian
7187,3-9,Male,White
7189,10-19,Male,Indian
7191,3-9,Male,Middle Eastern
7195,10-19,Female,East Asian
7202,10-19,Female,East Asian
7205,10-19,Female,White
7207,3-9,Male,East Asian
7212,10-19,Male,Middle Eastern
7217,3-9,Male,East Asian
7225,3-9,Female,Black
7229,3-9,Female,Latino_Hispanic
7232,3-9,Male,Latino_Hispanic
7239,3-9,Male,Black
7240,10-19,Male,Middle Eastern
7247,10-19,Male,Middle Eastern
7250,0-2,Male,Black
7251,3-9,Female,Middle Eastern
7254,10-19,Male,Southeast Asian
7255,3-9,Female,Southeast Asian
7258,10-19,Male,Southeast Asian
7260,3-9,Male,East Asian
7265,10-19,Female,East Asian
7267,10-19,Female,Indian
7268,3-9,Female,East Asian
7270,10-19,Female,Indian
7277,3-9,Male,White
7280,3-9,Female,Middle Eastern
7282,more than 70,Female,Black
7296,3-9,Male,Southeast Asian
7301,3-9,Female,Latino_Hispanic
7304,10-19,Male,Southeast Asian
7306,more than 70,Male,White
7309,10-19,Male,Black
7311,3-9,Female,Southeast Asian
7314,10-19,Male,Black
7315,3-9,Male,Black
7318,3-9,Female,White
7320,10-19,Male,Indian
7321,3-9,Male,East Asian
7336,3-9,Male,Southeast Asian
7337,3-9,Female,Black
7339,10-19,Female,Latino_Hispanic
7340,10-19,Female,Southeast Asian
7349,3-9,Female,East Asian
7355,10-19,Male,Latino_Hispanic
7357,3-9,Female,Southeast Asian
7360,10-19,Female,Indian
7364,3-9,Female,Indian
7366,3-9,Male,Middle Eastern
7367,3-9,Male,White
7368,10-19,Male,Indian
7371,3-9,Female,Latino_Hispanic
7372,0-2,Male,Latino_Hispanic
7374,3-9,Male,Southeast Asian
7375,10-19,Female,Black
7381,10-19,Female,White
7382,3-9,Female,Southeast Asian
7383,3-9,Male,Southeast Asian
7388,3-9,Male,Southeast Asian
7390,3-9,Female,East Asian
7394,10-19,Male,Indian
7396,10-19,Female,Indian
7402,3-9,Female,Black
7404,10-19,Male,White
7405,more than 70,Female,Latino_Hispanic
7407,3-9,Female,Black
7412,3-9,Male,East Asian
7413,10-19,Male,Indian
7436,10-19,Male,Black
7445,3-9,Male,White
7446,3-9,Male,Black
7453,10-19,Female,Middle Eastern
7456,10-19,Male,Indian
7458,3-9,Female,Southeast Asian
7459,3-9,Female,Latino_Hispanic
7460,10-19,Female,Indian
7466,3-9,Female,Southeast Asian
7474,10-19,Female,Black
7478,3-9,Male,Latino_Hispanic
7479,0-2,Female,Indian
7499,3-9,Male,White
7504,3-9,Female,Middle Eastern
7507,3-9,Female,White
7511,10-19,Female,Indian
7517,3-9,Male,White
7520,3-9,Male,Latino_Hispanic
7524,3-9,Female,Black
7527,10-19,Female,Black
7532,10-19,Female,Latino_Hispanic
7537,3-9,Male,Latino_Hispanic
7543,10-19,Female,Middle Eastern
7545,3-9,Male,Southeast Asian
7550,3-9,Female,Middle Eastern
7552,3-9,Male,East Asian
7553,10-19,Female,White
7556,3-9,Male,Southeast Asian
7558,0-2,Male,East Asian
7562,0-2,Male,East Asian
7565,3-9,Male,Middle Eastern
7569,10-19,Female,Latino_Hispanic
7577,10-19,Male,East Asian
7587,3-9,Female,Latino_Hispanic
7596,3-9,Male,East Asian
7598,10-19,Male,Southeast Asian
7599,3-9,Male,Black
7604,3-9,Female,Indian
7608,3-9,Male,East Asian
7609,10-19,Male,Indian
7612,more than 70,Male,Indian
7625,more than 70,Female,Black
7634,10-19,Male,Middle Eastern
7640,10-19,Male,Indian
7641,3-9,Female,East Asian
7642,10-19,Male,East Asian
7645,3-9,Female,Black
7650,3-9,Female,Southeast Asian
7652,3-9,Male,White
7653,10-19,Female,East Asian
7658,3-9,Male,East Asian
7663,3-9,Male,Southeast Asian
7669,10-19,Female,Latino_Hispanic
7672,3-9,Male,Indian
7677,3-9,Female,Southeast Asian
7684,10-19,Male,Southeast Asian
7686,10-19,Female,Latino_Hispanic
7688,10-19,Female,Black
7691,3-9,Male,Black
7693,3-9,Female,Black
7694,3-9,Male,Southeast Asian
7706,0-2,Male,White
7708,10-19,Female,Latino_Hispanic
7711,3-9,Male,East Asian
7713,3-9,Male,Middle Eastern
7715,3-9,Male,Indian
7717,10-19,Female,Black
7718,3-9,Female,Southeast Asian
7719,3-9,Male,East Asian
7720,10-19,Male,White
7721,3-9,Female,Black
7722,10-19,Female,Middle Eastern
7724,3-9,Male,Black
7725,3-9,Male,White
7726,0-2,Male,Black
7727,3-9,Female,East Asian
7730,10-19,Male,Black
7732,3-9,Female,Indian
7736,10-19,Male,East Asian
7738,3-9,Female,Southeast Asian
7740,10-19,Female,White
7746,3-9,Male,Middle Eastern
7755,3-9,Female,Black
7759,3-9,Female,East Asian
7760,3-9,Female,Latino_Hispanic
7768,3-9,Male,East Asian
7769,more than 70,Female,Southeast Asian
7780,3-9,Female,Latino_Hispanic
7782,3-9,Female,White
7786,10-19,Male,Black
7790,10-19,Female,Indian
7806,10-19,Female,East Asian
7808,more than 70,Male,East Asian
7809,3-9,Male,Indian
7820,3-9,Female,Middle Eastern
7827,10-19,Female,Black
7831,3-9,Male,Middle Eastern
7834,10-19,Male,East Asian
7842,3-9,Female,Black
7846,10-19,Male,White
7849,10-19,Female,East Asian
7854,10-19,Male,Middle Eastern
7858,3-9,Female,Middle Eastern
7859,3-9,Male,Middle Eastern
7866,3-9,Male,Indian
7871,10-19,Female,Indian
7872,3-9,Female,Indian
7873,3-9,Female,White
7874,10-19,Male,Black
7875,10-19,Male,White
7876,10-19,Female,Middle Eastern
7885,3-9,Male,East Asian
7887,0-2,Male,Southeast Asian
7888,10-19,Female,White
7890,3-9,Male,Latino_Hispanic
7894,3-9,Male,Black
7903,10-19,Female,White
7904,10-19,Female,White
7906,10-19,Female,Southeast Asian
7910,3-9,Male,Southeast Asian
7912,3-9,Male,Black
7915,3-9,Female,White
7916,3-9,Male,Black
7917,3-9,Male,Indian
7921,3-9,Female,Middle Eastern
7926,3-9,Female,Indian
7933,10-19,Female,East Asian
7934,3-9,Male,Black
7936,10-19,Male,Southeast Asian
7945,3-9,Male,Indian
7946,3-9,Male,Latino_Hispanic
7947,10-19,Female,East Asian
7949,10-19,Male,Latino_Hispanic
7951,10-19,Male,Indian
7960,10-19,Female,Southeast Asian
7962,3-9,Male,Indian
7965,3-9,Female,Southeast Asian
7967,10-19,Female,Southeast Asian
7968,0-2,Male,Black
7978,3-9,Female,Southeast Asian
7981,10-19,Male,Southeast Asian
7984,more than 70,Female,Southeast Asian
7986,10-19,Male,Latino_Hispanic
7987,3-9,Male,Indian
7988,10-19,Male,Southeast Asian
7992,3-9,Female,Latino_Hispanic
7996,10-19,Female,Southeast Asian
8005,10-19,Male,Indian
8006,more than 70,Male,Indian
8008,10-19,Female,Indian
8015,10-19,Male,Southeast Asian
8016,3-9,Female,Latino_Hispanic
8017,3-9,Male,White
8022,0-2,Female,Southeast Asian
8027,3-9,Female,Indian
8032,3-9,Male,White
8035,3-9,Female,White
8036,10-19,Female,East Asian
8047,3-9,Female,East Asian
8049,10-19,Male,Middle Eastern
8055,3-9,Male,Latino_Hispanic
8058,3-9,Female,Middle Eastern
8062,3-9,Male,Southeast Asian
8066,3-9,Male,Black
8070,10-19,Female,Southeast Asian
8072,more than 70,Male,Indian
8082,10-19,Male,Southeast Asian
8084,3-9,Male,White
8089,0-2,Male,Black
8091,3-9,Male,East Asian
8092,3-9,Female,Black
8095,3-9,Female,East Asian
8097,0-2,Male,Southeast Asian
8098,10-19,Female,Indian
8100,0-2,Female,Southeast Asian
8102,10-19,Male,Black
8103,3-9,Female,East Asian
8108,10-19,Female,Indian
8114,3-9,Female,Latino_Hispanic
8117,3-9,Female,White
8123,3-9,Female,East Asian
8138,more than 70,Female,Black
8139,10-19,Male,Black
8142,3-9,Male,White
8143,more than 70,Female,Southeast Asian
8148,0-2,Male,White
8151,3-9,Female,Southeast Asian
8152,3-9,Male,Black
8154,3-9,Female,Middle Eastern
8157,3-9,Male,White
8167,10-19,Male,Latino_Hispanic
8171,3-9,Female,Southeast Asian
8172,more than 70,Female,Southeast Asian
8175,10-19,Female,Indian
8176,0-2,Female,White
8182,3-9,Male,Southeast Asian
8183,3-9,Male,Latino_Hispanic
8185,10-19,Female,Black
8187,3-9,Female,Latino_Hispanic
8192,3-9,Female,Latino_Hispanic
8194,3-9,Female,Black
8197,3-9,Female,White
8198,3-9,Male,White
8199,0-2,Male,Southeast Asian
8205,10-19,Male,East Asian
8211,3-9,Female,Latino_Hispanic
8212,0-2,Female,Southeast Asian
8215,10-19,Male,White
8216,3-9,Male,White
8228,3-9,Male,Indian
8233,10-19,Female,Middle Eastern
8236,10-19,Male,Southeast Asian
8246,3-9,Female,Southeast Asian
8254,10-19,Female,White
8260,3-9,Male,Indian
8262,10-19,Male,Black
8263,10-19,Female,Black
8264,10-19,Female,Southeast Asian
8275,10-19,Female,Latino_Hispanic
8277,3-9,Male,Middle Eastern
8278,10-19,Female,Latino_Hispanic
8279,3-9,Female,Black
8288,10-19,Female,Southeast Asian
8290,0-2,Female,Indian
8291,3-9,Female,White
8292,more than 70,Male,Middle Eastern
8297,10-19,Female,Latino_Hispanic
8300,3-9,Female,Indian
8304,10-19,Female,White
8307,10-19,Male,White
8309,more than 70,Male,Indian
8311,10-19,Male,Southeast Asian
8315,0-2,Male,Latino_Hispanic
8318,10-19,Female,Latino_Hispanic
8319,3-9,Female,Black
8328,10-19,Male,Latino_Hispanic
8330,3-9,Male,East Asian
8332,10-19,Male,White
8334,3-9,Male,Indian
8335,3-9,Male,Indian
8342,0-2,Male,East Asian
8347,0-2,Male,East Asian
8348,10-19,Male,White
8359,10-19,Female,Indian
8362,3-9,Male,Southeast Asian
8363,3-9,Female,Middle Eastern
8366,10-19,Male,Indian
8373,3-9,Female,Latino_Hispanic
8379,3-9,Female,Latino_Hispanic
8381,0-2,Male,Southeast Asian
8388,10-19,Male,Indian
8389,0-2,Male,White
8392,3-9,Female,East Asian
8397,10-19,Male,Indian
8402,more than 70,Male,Middle Eastern
8408,3-9,Male,Black
8410,10-19,Male,Latino_Hispanic
8411,3-9,Female,East Asian
8422,10-19,Male,Middle Eastern
8423,3-9,Male,East Asian
8424,3-9,Male,Middle Eastern
8428,10-19,Male,Southeast Asian
8429,3-9,Male,Latino_Hispanic
8431,3-9,Male,East Asian
8432,10-19,Male,Latino_Hispanic
8456,more than 70,Male,Indian
8458,10-19,Female,White
8459,3-9,Male,Middle Eastern
8464,3-9,Male,White
8467,3-9,Male,Southeast Asian
8469,10-19,Male,Indian
8471,3-9,Male,Black
8473,0-2,Male,Latino_Hispanic
8474,3-9,Female,White
8475,3-9,Male,East Asian
8479,3-9,Male,White
8482,more than 70,Female,White
8484,10-19,Female,East Asian
8490,10-19,Female,Indian
8496,10-19,Male,White
8498,3-9,Male,Indian
8499,3-9,Male,Black
8509,3-9,Male,Middle Eastern
8517,3-9,Female,Black
8520,10-19,Female,Middle Eastern
8540,3-9,Male,Black
8545,3-9,Male,Black
8550,3-9,Male,East Asian
8551,3-9,Male,Indian
8554,10-19,Female,White
8561,3-9,Male,East Asian
8563,3-9,Female,Latino_Hispanic
8565,3-9,Male,Latino_Hispanic
8567,10-19,Male,White
8569,more than 70,Female,Indian
8571,3-9,Female,Southeast Asian
8572,3-9,Male,Indian
8579,10-19,Male,Indian
8587,3-9,Male,Middle Eastern
8588,0-2,Male,East Asian
8592,3-9,Male,White
8599,3-9,Female,East Asian
8600,more than 70,Male,White
8602,10-19,Female,Latino_Hispanic
8606,0-2,Male,Southeast Asian
8613,10-19,Female,Black
8615,3-9,Male,Southeast Asian
8617,3-9,Female,Southeast Asian
8620,3-9,Female,East Asian
8621,3-9,Male,Indian
8629,3-9,Female,East Asian
8631,3-9,Male,East Asian
8636,10-19,Male,East Asian
8638,more than 70,Female,Middle Eastern
8649,10-19,Male,Indian
8655,10-19,Female,Black
8661,10-19,Female,Indian
8662,10-19,Female,Middle Eastern
8663,3-9,Male,Latino_Hispanic
8669,3-9,Male,White
8670,3-9,Male,Black
8671,3-9,Female,Black
8672,10-19,Female,White
8682,3-9,Male,Black
8684,more than 70,Male,White
8686,10-19,Male,Latino_Hispanic
8696,10-19,Female,East Asian
8697,10-19,Female,Latino_Hispanic
8699,3-9,Male,Black
8702,3-9,Male,Indian
8705,10-19,Male,Latino_Hispanic
8706,10-19,Female,East Asian
8707,3-9,Female,Southeast Asian
8714,3-9,Female,White
8716,10-19,Female,East Asian
8719,10-19,Male,Latino_Hispanic
8720,3-9,Male,Middle Eastern
8722,10-19,Female,Black
8724,more than 70,Male,White
8730,3-9,Female,Indian
8732,10-19,Male,White
8736,3-9,Male,Indian
8737,0-2,Male,Black
8738,more than 70,Female,East Asian
8744,3-9,Female,Middle Eastern
8747,3-9,Male,Southeast Asian
8749,3-9,Male,Indian
8753,10-19,Male,White
8757,10-19,Male,Latino_Hispanic
8758,3-9,Male,Latino_Hispanic
8760,3-9,Male,Black
8763,10-19,Male,White
8767,more than 70,Male,White
8770,3-9,Female,Indian
8772,3-9,Female,White
8774,10-19,Female,Middle Eastern
8775,0-2,Female,Southeast Asian
8776,3-9,Female,White
8781,3-9,Female,White
8786,10-19,Male,Latino_Hispanic
8789,10-19,Female,Latino_Hispanic
8792,3-9,Male,East Asian
8794,10-19,Male,White
8804,more than 70,Male,Middle Eastern
8809,3-9,Female,White
8812,10-19,Female,Middle Eastern
8814,3-9,Female,Indian
8815,3-9,Male,Black
8816,3-9,Female,Indian
8817,3-9,Male,Black
8822,10-19,Female,Black
8828,3-9,Male,East Asian
8837,10-19,Male,White
8839,3-9,Female,Latino_Hispanic
8841,3-9,Female,Latino_Hispanic
8844,10-19,Male,Indian
8845,more than 70,Male,White
8850,3-9,Male,Latino_Hispanic
8853,0-2,Male,Black
8856,10-19,Female,Southeast Asian
8858,3-9,Male,Southeast Asian
8864,3-9,Female,Latino_Hispanic
8865,3-9,Male,White
8866,10-19,Female,Indian
8873,3-9,Female,Indian
8882,0-2,Male,Indian
8886,3-9,Male,Black
8892,3-9,Male,Southeast Asian
8895,3-9,Female,Black
8901,10-19,Female,Black
8902,3-9,Male,East Asian
8907,10-19,Female,Black
8908,0-2,Female,East Asian
8909,10-19,Male,Indian
8916,10-19,Female,East Asian
8921,10-19,Male,Southeast Asian
8934,10-19,Female,Black
8935,10-19,Female,Southeast Asian
8936,10-19,Female,Indian
8938,10-19,Male,Southeast Asian
8939,3-9,Female,Middle Eastern
8943,0-2,Male,White
8946,10-19,Female,Indian
8951,3-9,Male,Indian
8961,10-19,Male,Southeast Asian
8963,10-19,Male,Southeast Asian
8964,0-2,Female,Southeast Asian
8965,10-19,Female,Latino_Hispanic
8967,3-9,Female,Indian
8969,3-9,Male,Indian
8979,3-9,Male,Southeast Asian
8980,more than 70,Male,White
8988,3-9,Male,Indian
8996,3-9,Female,Middle Eastern
8997,10-19,Male,Middle Eastern
9006,10-19,Female,Latino_Hispanic
9008,10-19,Female,East Asian
9010,more than 70,Male,White
9011,3-9,Male,White
9012,10-19,Female,Middle Eastern
9016,10-19,Female,Black
9017,3-9,Female,Latino_Hispanic
9020,0-2,Female,East Asian
9022,more than 70,Male,Indian
9025,10-19,Male,Latino_Hispanic
9031,3-9,Female,Latino_Hispanic
9034,3-9,Female,Latino_Hispanic
9035,10-19,Female,Latino_Hispanic
9037,3-9,Male,Black
9042,10-19,Female,White
9048,3-9,Male,Southeast Asian
9049,3-9,Male,Black
9061,10-19,Male,Southeast Asian
9065,3-9,Female,White
9067,10-19,Female,Latino_Hispanic
9074,0-2,Female,Indian
9077,0-2,Male,Indian
9078,10-19,Male,Southeast Asian
9081,10-19,Male,Latino_Hispanic
9087,10-19,Male,Indian
9092,3-9,Male,Southeast Asian
9099,10-19,Male,Black
9100,10-19,Male,Latino_Hispanic
9102,3-9,Male,Latino_Hispanic
9103,more than 70,Female,Middle Eastern
9104,10-19,Female,Middle Eastern
9106,10-19,Male,Southeast Asian
9107,3-9,Male,Black
9118,10-19,Male,Indian
9122,10-19,Male,Southeast Asian
9129,10-19,Female,Latino_Hispanic
9136,10-19,Female,Latino_Hispanic
9137,10-19,Female,Southeast Asian
9142,10-19,Male,Middle Eastern
9149,10-19,Male,White
9153,3-9,Female,Latino_Hispanic
9162,3-9,Male,Middle Eastern
9169,3-9,Male,Middle Eastern
9177,10-19,Male,Southeast Asian
9182,3-9,Female,Southeast Asian
9185,10-19,Female,Indian
9191,more than 70,Male,East Asian
9192,10-19,Female,Black
9193,10-19,Female,Southeast Asian
9195,10-19,Male,Black
9200,3-9,Male,Latino_Hispanic
9202,3-9,Female,Indian
9204,3-9,Male,Indian
9209,3-9,Male,White
9215,10-19,Female,Latino_Hispanic
9216,3-9,Male,Black
9220,10-19,Female,White
9231,10-19,Female,Black
9232,10-19,Female,Black
9238,10-19,Female,East Asian
9239,3-9,Female,Latino_Hispanic
9240,3-9,Female,Black
9242,10-19,Male,Southeast Asian
9245,3-9,Female,Black
9250,3-9,Female,Latino_Hispanic
9258,10-19,Female,East Asian
9259,3-9,Male,East Asian
9260,10-19,Male,White
9262,3-9,Female,Black
9263,10-19,Female,White
9264,more than 70,Female,Black
9266,10-19,Female,Southeast Asian
9270,0-2,Female,Indian
9271,10-19,Female,East Asian
9275,10-19,Male,White
9279,3-9,Female,East Asian
9280,10-19,Male,Latino_Hispanic
9285,10-19,Female,Latino_Hispanic
9287,3-9,Female,Latino_Hispanic
9288,0-2,Male,Southeast Asian
9291,3-9,Male,Black
9293,10-19,Female,Indian
9299,10-19,Female,East Asian
9304,3-9,Male,Latino_Hispanic
9305,3-9,Female,East Asian
9307,10-19,Female,White
9308,3-9,Female,Latino_Hispanic
9309,10-19,Female,East Asian
9316,10-19,Male,Southeast Asian
9317,0-2,Female,Black
9318,10-19,Female,Indian
9319,10-19,Male,White
9320,10-19,Female,East Asian
9323,3-9,Male,Indian
9336,10-19,Male,Black
9343,10-19,Female,East Asian
9348,3-9,Female,Black
9349,10-19,Female,Middle Eastern
9352,10-19,Female,East Asian
9355,3-9,Female,Southeast Asian
9359,3-9,Female,White
9368,3-9,Female,Middle Eastern
9377,10-19,Male,White
9385,3-9,Female,Indian
9389,3-9,Female,East Asian
9390,3-9,Female,East Asian
9391,10-19,Female,Black
9401,3-9,Female,Middle Eastern
9407,3-9,Female,East Asian
9408,3-9,Male,Black
9417,3-9,Female,Black
9421,3-9,Female,Indian
9424,10-19,Female,Southeast Asian
9427,0-2,Male,Black
9428,3-9,Male,White
9441,3-9,Female,Latino_Hispanic
9442,10-19,Female,Southeast Asian
9444,10-19,Male,Southeast Asian
9450,10-19,Male,Latino_Hispanic
9452,10-19,Male,Indian
9454,3-9,Male,White
9455,3-9,Male,Latino_Hispanic
9457,10-19,Female,Middle Eastern
9460,10-19,Female,Latino_Hispanic
9463,10-19,Female,White
9466,10-19,Male,Black
9471,3-9,Male,Indian
9474,3-9,Female,White
9476,0-2,Male,White
9483,3-9,Male,Black
9489,10-19,Male,Latino_Hispanic
9491,3-9,Female,Black
9508,10-19,Female,East Asian
9513,10-19,Female,Southeast Asian
9514,0-2,Male,Latino_Hispanic
9525,10-19,Male,Southeast Asian
9527,3-9,Male,Southeast Asian
9530,3-9,Female,White
9532,3-9,Female,Black
9533,10-19,Male,Black
9536,10-19,Male,Latino_Hispanic
9539,3-9,Male,Middle Eastern
9542,10-19,Male,Latino_Hispanic
9547,10-19,Female,Southeast Asian
9556,10-19,Male,Latino_Hispanic
9557,more than 70,Female,Southeast Asian
9558,10-19,Female,Latino_Hispanic
9563,10-19,Male,Latino_Hispanic
9575,3-9,Male,Indian
9579,10-19,Male,White
9584,3-9,Male,White
9589,3-9,Female,Black
9590,10-19,Female,Southeast Asian
9592,3-9,Female,Black
9593,3-9,Male,White
9594,10-19,Male,Latino_Hispanic
9602,3-9,Female,Black
9603,3-9,Male,East Asian
9605,3-9,Female,White
9606,more than 70,Male,Indian
9619,3-9,Male,Indian
9620,10-19,Male,Latino_Hispanic
9623,3-9,Male,Southeast Asian
9624,3-9,Male,Black
9631,3-9,Female,East Asian
9632,3-9,Male,Latino_Hispanic
9634,3-9,Female,Indian
9638,10-19,Male,Middle Eastern
9641,10-19,Female,Indian
9646,10-19,Female,White
9647,3-9,Female,White
9648,3-9,Female,Black
9657,10-19,Male,Middle Eastern
9658,0-2,Female,Latino_Hispanic
9661,10-19,Female,Southeast Asian
9664,3-9,Male,White
9666,10-19,Female,White
9675,10-19,Female,Latino_Hispanic
9679,3-9,Male,Indian
9687,10-19,Male,Southeast Asian
9693,10-19,Male,Southeast Asian
9698,3-9,Female,White
9703,3-9,Male,Southeast Asian
9706,10-19,Male,East Asian
9709,10-19,Male,Indian
9715,3-9,Female,Middle Eastern
9718,10-19,Male,Latino_Hispanic
9720,10-19,Male,Black
9721,10-19,Female,Middle Eastern
9723,10-19,Female,East Asian
9726,10-19,Female,East Asian
9731,3-9,Female,Black
9733,10-19,Female,White
9738,3-9,Female,Middle Eastern
9742,3-9,Male,Black
9751,10-19,Female,White
9756,3-9,Male,White
9764,10-19,Male,Indian
9766,3-9,Female,East Asian
9769,10-19,Female,Indian
9774,10-19,Female,White
9782,3-9,Male,East Asian
9784,10-19,Female,White
9788,3-9,Male,East Asian
9789,10-19,Male,Black
9796,10-19,Female,Latino_Hispanic
9797,3-9,Female,Black
9798,3-9,Female,East Asian
9799,3-9,Male,Southeast Asian
9803,3-9,Female,Black
9808,0-2,Male,East Asian
9812,3-9,Male,East Asian
9816,10-19,Female,Black
9821,3-9,Male,Latino_Hispanic
9826,10-19,Male,Black
9830,10-19,Male,Latino_Hispanic
9841,10-19,Female,Black
9849,10-19,Male,East Asian
9850,3-9,Male,Latino_Hispanic
9854,10-19,Female,East Asian
9858,10-19,Female,Indian
9859,10-19,Male,White
9868,10-19,Male,Southeast Asian
9872,3-9,Male,Southeast Asian
9873,3-9,Female,Latino_Hispanic
9874,10-19,Female,East Asian
9877,10-19,Female,Indian
9882,10-19,Female,Black
9884,3-9,Female,Southeast Asian
9887,10-19,Female,Southeast Asian
9890,3-9,Male,East Asian
9891,3-9,Female,Black
9895,3-9,Female,White
9896,10-19,Male,Middle Eastern
9905,3-9,Female,Southeast Asian
9910,3-9,Female,White
9913,3-9,Male,Latino_Hispanic
9915,10-19,Female,Southeast Asian
9916,10-19,Female,Southeast Asian
9918,0-2,Female,East Asian
9923,3-9,Male,Southeast Asian
9929,3-9,Male,Southeast Asian
9931,10-19,Female,Latino_Hispanic
9948,3-9,Male,Black
9952,0-2,Male,White
9953,3-9,Male,East Asian
9956,3-9,Male,White
9962,3-9,Male,Southeast Asian
9972,3-9,Female,Black
9974,3-9,Female,East Asian
9978,0-2,Female,Southeast Asian
9980,10-19,Male,Black
9983,10-19,Male,Indian
9985,10-19,Male,White
9988,3-9,Male,East Asian
9989,3-9,Female,Indian
9990,3-9,Male,White
9991,3-9,Male,Indian
10001,10-19,Male,East Asian
10002,10-19,Male,Indian
10013,10-19,Female,Southeast Asian
10026,3-9,Female,Latino_Hispanic
10038,10-19,Male,Middle Eastern
10042,3-9,Female,East Asian
10045,3-9,Female,Middle Eastern
10050,3-9,Male,Black
10052,3-9,Male,White
10053,10-19,Female,White
10054,more than 70,Female,Indian
10055,3-9,Female,Indian
10063,3-9,Female,Latino_Hispanic
10064,0-2,Female,East Asian
10065,3-9,Female,Southeast Asian
10067,3-9,Male,Black
10072,3-9,Female,Southeast Asian
10073,0-2,Female,White
10074,3-9,Female,Middle Eastern
10076,3-9,Female,East Asian
10085,more than 70,Female,Indian
10086,0-2,Male,East Asian
10089,3-9,Female,White
10099,10-19,Female,White
10100,10-19,Male,East Asian
10101,3-9,Female,Southeast Asian
10105,3-9,Male,Latino_Hispanic
10110,3-9,Female,Southeast Asian
10111,10-19,Male,Indian
10121,3-9,Male,Indian
10122,3-9,Female,Indian
10132,3-9,Male,Latino_Hispanic
10145,3-9,Female,White
10150,3-9,Male,Black
10157,3-9,Female,East Asian
10158,3-9,Male,Black
10163,0-2,Female,Southeast Asian
10165,3-9,Female,White
10166,3-9,Male,White
10167,10-19,Male,Indian
10168,3-9,Female,Black
10171,3-9,Female,East Asian
10175,10-19,Female,Black
10177,3-9,Female,East Asian
10187,3-9,Male,East Asian
10189,3-9,Male,Black
10190,10-19,Male,Black
10191,more than 70,Female,Southeast Asian
10192,3-9,Female,White
10194,10-19,Female,Southeast Asian
10202,10-19,Female,Black
10209,0-2,Male,Black
10210,3-9,Male,East Asian
10211,3-9,Female,Latino_Hispanic
10216,3-9,Female,White
10218,3-9,Male,Black
10222,10-19,Male,Indian
10225,10-19,Female,Latino_Hispanic
10227,10-19,Female,Middle Eastern
10228,3-9,Male,Indian
10236,10-19,Female,Black
10239,10-19,Male,White
10247,0-2,Female,Latino_Hispanic
10249,3-9,Male,Latino_Hispanic
10253,10-19,Female,Middle Eastern
10262,10-19,Female,Middle Eastern
10277,more than 70,Female,Southeast Asian
10294,0-2,Male,Southeast Asian
10297,10-19,Female,Southeast Asian
10300,3-9,Male,East Asian
10309,3-9,Male,Latino_Hispanic
10312,3-9,Male,East Asian
10313,10-19,Male,Black
10317,0-2,Male,East Asian
10318,0-2,Male,Latino_Hispanic
10323,10-19,Male,White
10326,0-2,Male,Black
10327,3-9,Female,Southeast Asian
10330,0-2,Female,White
10334,3-9,Female,Middle Eastern
10336,3-9,Male,Southeast Asian
10341,3-9,Female,Middle Eastern
10343,10-19,Male,Latino_Hispanic
10346,10-19,Female,Indian
10354,10-19,Male,Black
10355,10-19,Male,Middle Eastern
10358,0-2,Male,Latino_Hispanic
10361,10-19,Female,Middle Eastern
10362,3-9,Female,White
10367,3-9,Female,Black
10368,10-19,Female,Latino_Hispanic
10370,3-9,Male,Indian
10372,3-9,Female,Black
10375,10-19,Female,Black
10379,3-9,Male,Southeast Asian
10385,more than 70,Female,Indian
10389,10-19,Male,Latino_Hispanic
10391,3-9,Male,Black
10395,3-9,Female,East Asian
10403,3-9,Male,East Asian
10405,3-9,Female,Middle Eastern
10406,10-19,Male,Black
10408,10-19,Female,White
10413,3-9,Male,Indian
10424,3-9,Female,Black
10427,3-9,Female,Black
10430,3-9,Male,Middle Eastern
10434,10-19,Female,Indian
10435,3-9,Male,East Asian
10437,10-19,Female,Indian
10444,3-9,Female,Indian
10449,3-9,Female,Southeast Asian
10456,3-9,Male,Middle Eastern
10466,3-9,Female,White
10468,more than 70,Male,Black
10470,3-9,Male,Black
10472,10-19,Female,Latino_Hispanic
10479,more than 70,Female,Latino_Hispanic
