index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
7721,3-9,Female,Black,34,Woman,"{'Woman': np.float32(65.43016), 'Man': np.float32(34.569843)}"
7722,10-19,Female,Middle Eastern,32,Woman,"{'Woman': np.float32(78.92716), 'Man': np.float32(21.07284)}"
7724,3-9,Male,Black,39,Man,"{'Woman': np.float32(6.5763617), 'Man': np.float32(93.42364)}"
7725,3-9,Male,White,29,Man,"{'Woman': np.float32(30.357063), 'Man': np.float32(69.64294)}"
7726,0-2,Male,Black,29,Man,"{'Woman': np.float32(0.26424837), 'Man': np.float32(99.735756)}"
7727,3-9,Female,East Asian,23,Man,"{'Woman': np.float32(0.0330409), 'Man': np.float32(99.96696)}"
7730,10-19,Male,Black,29,Man,"{'Woman': np.float32(3.5323143), 'Man': np.float32(96.46768)}"
7732,3-9,Female,Indian,27,Man,"{'Woman': np.float32(2.1538892), 'Man': np.float32(97.84611)}"
7736,10-19,Male,East Asian,33,Man,"{'Woman': np.float32(19.326532), 'Man': np.float32(80.67347)}"
7738,3-9,Female,Southeast Asian,30,Man,"{'Woman': np.float32(4.901997), 'Man': np.float32(95.098)}"
7740,10-19,Female,White,37,Woman,"{'Woman': np.float32(91.99716), 'Man': np.float32(8.002846)}"
7746,3-9,Male,Middle Eastern,26,Man,"{'Woman': np.float32(2.9724195), 'Man': np.float32(97.02758)}"
7755,3-9,Female,Black,47,Man,"{'Woman': np.float32(24.400373), 'Man': np.float32(75.59963)}"
7759,3-9,Female,East Asian,23,Man,"{'Woman': np.float32(15.728283), 'Man': np.float32(84.27171)}"
7760,3-9,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(4.740559), 'Man': np.float32(95.25944)}"
7768,3-9,Male,East Asian,30,Man,"{'Woman': np.float32(5.083773), 'Man': np.float32(94.91623)}"
7769,more than 70,Female,Southeast Asian,42,Woman,"{'Woman': np.float32(79.65152), 'Man': np.float32(20.348482)}"
7780,3-9,Female,Latino_Hispanic,24,Man,"{'Woman': np.float32(16.59813), 'Man': np.float32(83.40188)}"
7782,3-9,Female,White,30,Woman,"{'Woman': np.float32(54.05653), 'Man': np.float32(45.94347)}"
7786,10-19,Male,Black,28,Man,"{'Woman': np.float32(14.515673), 'Man': np.float32(85.48433)}"
7790,10-19,Female,Indian,23,Woman,"{'Woman': np.float32(83.07515), 'Man': np.float32(16.924845)}"
7806,10-19,Female,East Asian,35,Man,"{'Woman': np.float32(10.912756), 'Man': np.float32(89.08724)}"
7808,more than 70,Male,East Asian,27,Man,"{'Woman': np.float32(45.35298), 'Man': np.float32(54.64702)}"
7809,3-9,Male,Indian,29,Man,"{'Woman': np.float32(9.370995), 'Man': np.float32(90.629005)}"
7820,3-9,Female,Middle Eastern,22,Man,"{'Woman': np.float32(0.9737052), 'Man': np.float32(99.0263)}"
7827,10-19,Female,Black,30,Man,"{'Woman': np.float32(0.27049634), 'Man': np.float32(99.72951)}"
7831,3-9,Male,Middle Eastern,23,Man,"{'Woman': np.float32(2.1330779), 'Man': np.float32(97.86691)}"
7834,10-19,Male,East Asian,33,Woman,"{'Woman': np.float32(60.823048), 'Man': np.float32(39.17695)}"
7842,3-9,Female,Black,27,Man,"{'Woman': np.float32(18.430809), 'Man': np.float32(81.56919)}"
7846,10-19,Male,White,31,Man,"{'Woman': np.float32(29.862606), 'Man': np.float32(70.1374)}"
7849,10-19,Female,East Asian,34,Woman,"{'Woman': np.float32(96.37774), 'Man': np.float32(3.6222556)}"
7854,10-19,Male,Middle Eastern,28,Man,"{'Woman': np.float32(5.4737544), 'Man': np.float32(94.52625)}"
7858,3-9,Female,Middle Eastern,28,Woman,"{'Woman': np.float32(83.049355), 'Man': np.float32(16.950647)}"
7859,3-9,Male,Middle Eastern,26,Woman,"{'Woman': np.float32(71.9473), 'Man': np.float32(28.05269)}"
7866,3-9,Male,Indian,22,Man,"{'Woman': np.float32(0.8158046), 'Man': np.float32(99.18419)}"
7871,10-19,Female,Indian,26,Man,"{'Woman': np.float32(49.904846), 'Man': np.float32(50.095154)}"
7872,3-9,Female,Indian,23,Man,"{'Woman': np.float32(5.2484245), 'Man': np.float32(94.75157)}"
7873,3-9,Female,White,33,Woman,"{'Woman': np.float32(78.438705), 'Man': np.float32(21.561293)}"
7874,10-19,Male,Black,27,Man,"{'Woman': np.float32(0.07260968), 'Man': np.float32(99.9274)}"
7875,10-19,Male,White,33,Man,"{'Woman': np.float32(5.0535636), 'Man': np.float32(94.94644)}"
7876,10-19,Female,Middle Eastern,30,Woman,"{'Woman': np.float32(98.95657), 'Man': np.float32(1.0434319)}"
7885,3-9,Male,East Asian,27,Man,"{'Woman': np.float32(0.7933707), 'Man': np.float32(99.20663)}"
7887,0-2,Male,Southeast Asian,26,Man,"{'Woman': np.float32(34.912636), 'Man': np.float32(65.087364)}"
7888,10-19,Female,White,33,Man,"{'Woman': np.float32(25.19526), 'Man': np.float32(74.80474)}"
7890,3-9,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(12.22464), 'Man': np.float32(87.77536)}"
7894,3-9,Male,Black,29,Woman,"{'Woman': np.float32(86.67589), 'Man': np.float32(13.324113)}"
7903,10-19,Female,White,26,Woman,"{'Woman': np.float32(94.56049), 'Man': np.float32(5.439505)}"
7904,10-19,Female,White,30,Woman,"{'Woman': np.float32(99.93933), 'Man': np.float32(0.060668744)}"
7906,10-19,Female,Southeast Asian,29,Woman,"{'Woman': np.float32(99.22124), 'Man': np.float32(0.77876)}"
7910,3-9,Male,Southeast Asian,30,Man,"{'Woman': np.float32(10.961504), 'Man': np.float32(89.0385)}"
7912,3-9,Male,Black,29,Man,"{'Woman': np.float32(20.462027), 'Man': np.float32(79.53797)}"
7915,3-9,Female,White,21,Woman,"{'Woman': np.float32(99.063324), 'Man': np.float32(0.9366728)}"
7916,3-9,Male,Black,31,Man,"{'Woman': np.float32(22.110271), 'Man': np.float32(77.889725)}"
7917,3-9,Male,Indian,25,Man,"{'Woman': np.float32(21.390509), 'Man': np.float32(78.60949)}"
7921,3-9,Female,Middle Eastern,30,Man,"{'Woman': np.float32(29.224804), 'Man': np.float32(70.77519)}"
7926,3-9,Female,Indian,26,Man,"{'Woman': np.float32(10.016327), 'Man': np.float32(89.98367)}"
7933,10-19,Female,East Asian,32,Woman,"{'Woman': np.float32(96.05146), 'Man': np.float32(3.948542)}"
7934,3-9,Male,Black,22,Man,"{'Woman': np.float32(1.8310934), 'Man': np.float32(98.16891)}"
7936,10-19,Male,Southeast Asian,34,Woman,"{'Woman': np.float32(64.12486), 'Man': np.float32(35.875134)}"
7945,3-9,Male,Indian,33,Woman,"{'Woman': np.float32(79.03197), 'Man': np.float32(20.968027)}"
7946,3-9,Male,Latino_Hispanic,21,Woman,"{'Woman': np.float32(56.983696), 'Man': np.float32(43.0163)}"
7947,10-19,Female,East Asian,26,Man,"{'Woman': np.float32(33.23613), 'Man': np.float32(66.76387)}"
7949,10-19,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(0.44032824), 'Man': np.float32(99.55967)}"
7951,10-19,Male,Indian,31,Man,"{'Woman': np.float32(30.238783), 'Man': np.float32(69.761215)}"
7960,10-19,Female,Southeast Asian,34,Man,"{'Woman': np.float32(5.360982), 'Man': np.float32(94.63902)}"
7962,3-9,Male,Indian,31,Man,"{'Woman': np.float32(29.046684), 'Man': np.float32(70.95332)}"
7965,3-9,Female,Southeast Asian,35,Woman,"{'Woman': np.float32(56.136192), 'Man': np.float32(43.863815)}"
7967,10-19,Female,Southeast Asian,33,Woman,"{'Woman': np.float32(67.74477), 'Man': np.float32(32.25523)}"
7968,0-2,Male,Black,26,Man,"{'Woman': np.float32(26.513365), 'Man': np.float32(73.48663)}"
7978,3-9,Female,Southeast Asian,32,Man,"{'Woman': np.float32(19.747688), 'Man': np.float32(80.25231)}"
7981,10-19,Male,Southeast Asian,32,Man,"{'Woman': np.float32(0.6966622), 'Man': np.float32(99.303345)}"
7984,more than 70,Female,Southeast Asian,44,Man,"{'Woman': np.float32(2.105556), 'Man': np.float32(97.89444)}"
7986,10-19,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(4.037352), 'Man': np.float32(95.96265)}"
7987,3-9,Male,Indian,25,Man,"{'Woman': np.float32(2.2800925), 'Man': np.float32(97.71991)}"
7988,10-19,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.1947087), 'Man': np.float32(99.8053)}"
7992,3-9,Female,Latino_Hispanic,22,Man,"{'Woman': np.float32(3.0272892), 'Man': np.float32(96.97271)}"
7996,10-19,Female,Southeast Asian,20,Man,"{'Woman': np.float32(1.1213044), 'Man': np.float32(98.878685)}"
8005,10-19,Male,Indian,24,Man,"{'Woman': np.float32(0.14161235), 'Man': np.float32(99.85839)}"
8006,more than 70,Male,Indian,27,Man,"{'Woman': np.float32(3.2369668), 'Man': np.float32(96.76303)}"
8008,10-19,Female,Indian,32,Woman,"{'Woman': np.float32(50.272198), 'Man': np.float32(49.727802)}"
8015,10-19,Male,Southeast Asian,24,Man,"{'Woman': np.float32(0.07029732), 'Man': np.float32(99.9297)}"
8016,3-9,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(99.97015), 'Man': np.float32(0.029845603)}"
8017,3-9,Male,White,32,Man,"{'Woman': np.float32(15.663925), 'Man': np.float32(84.336075)}"
8022,0-2,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(98.53565), 'Man': np.float32(1.4643509)}"
8027,3-9,Female,Indian,31,Man,"{'Woman': np.float32(3.6045403), 'Man': np.float32(96.39546)}"
8032,3-9,Male,White,24,Man,"{'Woman': np.float32(16.81685), 'Man': np.float32(83.18315)}"
8035,3-9,Female,White,24,Man,"{'Woman': np.float32(3.713743), 'Man': np.float32(96.286255)}"
8036,10-19,Female,East Asian,30,Woman,"{'Woman': np.float32(80.540535), 'Man': np.float32(19.45946)}"
8047,3-9,Female,East Asian,34,Man,"{'Woman': np.float32(10.021085), 'Man': np.float32(89.97891)}"
8049,10-19,Male,Middle Eastern,29,Man,"{'Woman': np.float32(27.59364), 'Man': np.float32(72.40636)}"
8055,3-9,Male,Latino_Hispanic,34,Man,"{'Woman': np.float32(12.497373), 'Man': np.float32(87.502625)}"
8058,3-9,Female,Middle Eastern,32,Woman,"{'Woman': np.float32(88.721176), 'Man': np.float32(11.27882)}"
8062,3-9,Male,Southeast Asian,31,Woman,"{'Woman': np.float32(99.796936), 'Man': np.float32(0.20305975)}"
8066,3-9,Male,Black,26,Man,"{'Woman': np.float32(0.8222049), 'Man': np.float32(99.1778)}"
8070,10-19,Female,Southeast Asian,30,Man,"{'Woman': np.float32(13.748108), 'Man': np.float32(86.25189)}"
8072,more than 70,Male,Indian,39,Man,"{'Woman': np.float32(30.865011), 'Man': np.float32(69.13499)}"
8082,10-19,Male,Southeast Asian,30,Man,"{'Woman': np.float32(12.592957), 'Man': np.float32(87.40704)}"
8084,3-9,Male,White,25,Man,"{'Woman': np.float32(36.515064), 'Man': np.float32(63.484932)}"
8089,0-2,Male,Black,34,Man,"{'Woman': np.float32(0.109775074), 'Man': np.float32(99.89022)}"
8091,3-9,Male,East Asian,39,Man,"{'Woman': np.float32(0.3771545), 'Man': np.float32(99.62285)}"
8092,3-9,Female,Black,32,Man,"{'Woman': np.float32(8.858065), 'Man': np.float32(91.14193)}"
8095,3-9,Female,East Asian,28,Man,"{'Woman': np.float32(0.25725436), 'Man': np.float32(99.74274)}"
8097,0-2,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.46371776), 'Man': np.float32(99.53628)}"
8098,10-19,Female,Indian,28,Man,"{'Woman': np.float32(38.268757), 'Man': np.float32(61.731243)}"
8100,0-2,Female,Southeast Asian,31,Man,"{'Woman': np.float32(5.742002), 'Man': np.float32(94.257996)}"
8102,10-19,Male,Black,29,Man,"{'Woman': np.float32(10.709488), 'Man': np.float32(89.29051)}"
8103,3-9,Female,East Asian,30,Woman,"{'Woman': np.float32(67.275665), 'Man': np.float32(32.724335)}"
8108,10-19,Female,Indian,27,Man,"{'Woman': np.float32(7.210566), 'Man': np.float32(92.78943)}"
8114,3-9,Female,Latino_Hispanic,27,Man,"{'Woman': np.float32(33.223835), 'Man': np.float32(66.77617)}"
8117,3-9,Female,White,33,Man,"{'Woman': np.float32(47.988052), 'Man': np.float32(52.011948)}"
8123,3-9,Female,East Asian,23,Man,"{'Woman': np.float32(9.753762), 'Man': np.float32(90.24624)}"
8138,more than 70,Female,Black,46,Man,"{'Woman': np.float32(13.337376), 'Man': np.float32(86.662636)}"
8139,10-19,Male,Black,27,Man,"{'Woman': np.float32(0.71655095), 'Man': np.float32(99.283455)}"
8142,3-9,Male,White,23,Man,"{'Woman': np.float32(0.062438462), 'Man': np.float32(99.93756)}"
8143,more than 70,Female,Southeast Asian,37,Man,"{'Woman': np.float32(15.724174), 'Man': np.float32(84.27583)}"
8148,0-2,Male,White,30,Man,"{'Woman': np.float32(28.252047), 'Man': np.float32(71.74795)}"
8151,3-9,Female,Southeast Asian,23,Woman,"{'Woman': np.float32(97.79099), 'Man': np.float32(2.2090113)}"
8152,3-9,Male,Black,26,Man,"{'Woman': np.float32(0.13824464), 'Man': np.float32(99.861755)}"
8154,3-9,Female,Middle Eastern,31,Woman,"{'Woman': np.float32(93.82717), 'Man': np.float32(6.1728272)}"
8157,3-9,Male,White,32,Man,"{'Woman': np.float32(2.3398547), 'Man': np.float32(97.66014)}"
8167,10-19,Male,Latino_Hispanic,24,Man,"{'Woman': np.float32(4.810157), 'Man': np.float32(95.18984)}"
8171,3-9,Female,Southeast Asian,28,Man,"{'Woman': np.float32(17.556147), 'Man': np.float32(82.44385)}"
8172,more than 70,Female,Southeast Asian,51,Man,"{'Woman': np.float32(7.081727), 'Man': np.float32(92.918274)}"
8175,10-19,Female,Indian,32,Man,"{'Woman': np.float32(6.6202087), 'Man': np.float32(93.37979)}"
8176,0-2,Female,White,29,Man,"{'Woman': np.float32(5.035731), 'Man': np.float32(94.96427)}"
8182,3-9,Male,Southeast Asian,22,Woman,"{'Woman': np.float32(55.476856), 'Man': np.float32(44.523144)}"
8183,3-9,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(1.8464625), 'Man': np.float32(98.15354)}"
8185,10-19,Female,Black,30,Man,"{'Woman': np.float32(24.254204), 'Man': np.float32(75.7458)}"
8187,3-9,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(1.9581337), 'Man': np.float32(98.04186)}"
8192,3-9,Female,Latino_Hispanic,34,Man,"{'Woman': np.float32(8.192418), 'Man': np.float32(91.80758)}"
8194,3-9,Female,Black,30,Man,"{'Woman': np.float32(25.358524), 'Man': np.float32(74.64147)}"
8197,3-9,Female,White,31,Woman,"{'Woman': np.float32(90.072975), 'Man': np.float32(9.927023)}"
8198,3-9,Male,White,43,Woman,"{'Woman': np.float32(96.42452), 'Man': np.float32(3.5754669)}"
8199,0-2,Male,Southeast Asian,31,Woman,"{'Woman': np.float32(90.74076), 'Man': np.float32(9.25924)}"
8205,10-19,Male,East Asian,20,Man,"{'Woman': np.float32(2.387896), 'Man': np.float32(97.61211)}"
8211,3-9,Female,Latino_Hispanic,35,Man,"{'Woman': np.float32(6.2680283), 'Man': np.float32(93.73197)}"
8212,0-2,Female,Southeast Asian,21,Man,"{'Woman': np.float32(19.979977), 'Man': np.float32(80.02002)}"
8215,10-19,Male,White,33,Man,"{'Woman': np.float32(2.369111), 'Man': np.float32(97.63089)}"
8216,3-9,Male,White,42,Woman,"{'Woman': np.float32(92.77931), 'Man': np.float32(7.220692)}"
8228,3-9,Male,Indian,27,Man,"{'Woman': np.float32(4.713342), 'Man': np.float32(95.28666)}"
8233,10-19,Female,Middle Eastern,46,Man,"{'Woman': np.float32(0.8536999), 'Man': np.float32(99.1463)}"
8236,10-19,Male,Southeast Asian,31,Man,"{'Woman': np.float32(4.300743), 'Man': np.float32(95.69925)}"
8246,3-9,Female,Southeast Asian,18,Man,"{'Woman': np.float32(0.37118804), 'Man': np.float32(99.62881)}"
8254,10-19,Female,White,34,Woman,"{'Woman': np.float32(91.665306), 'Man': np.float32(8.334686)}"
8260,3-9,Male,Indian,29,Man,"{'Woman': np.float32(3.3077512), 'Man': np.float32(96.69225)}"
8262,10-19,Male,Black,32,Man,"{'Woman': np.float32(11.639604), 'Man': np.float32(88.36039)}"
8263,10-19,Female,Black,24,Man,"{'Woman': np.float32(4.415099), 'Man': np.float32(95.5849)}"
8264,10-19,Female,Southeast Asian,32,Man,"{'Woman': np.float32(42.920815), 'Man': np.float32(57.079185)}"
8275,10-19,Female,Latino_Hispanic,26,Woman,"{'Woman': np.float32(93.39388), 'Man': np.float32(6.6061115)}"
8277,3-9,Male,Middle Eastern,20,Man,"{'Woman': np.float32(2.8935957), 'Man': np.float32(97.10641)}"
8278,10-19,Female,Latino_Hispanic,26,Woman,"{'Woman': np.float32(57.707287), 'Man': np.float32(42.292717)}"
8279,3-9,Female,Black,32,Man,"{'Woman': np.float32(0.8386089), 'Man': np.float32(99.161385)}"
8288,10-19,Female,Southeast Asian,32,Woman,"{'Woman': np.float32(92.17235), 'Man': np.float32(7.82765)}"
8290,0-2,Female,Indian,14,Man,"{'Woman': np.float32(31.991953), 'Man': np.float32(68.00805)}"
8291,3-9,Female,White,29,Man,"{'Woman': np.float32(20.75835), 'Man': np.float32(79.241646)}"
8292,more than 70,Male,Middle Eastern,38,Man,"{'Woman': np.float32(2.499051), 'Man': np.float32(97.500946)}"
8297,10-19,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(2.0352836), 'Man': np.float32(97.964714)}"
8300,3-9,Female,Indian,26,Man,"{'Woman': np.float32(21.087555), 'Man': np.float32(78.912445)}"
8304,10-19,Female,White,33,Woman,"{'Woman': np.float32(71.59316), 'Man': np.float32(28.406834)}"
8307,10-19,Male,White,28,Man,"{'Woman': np.float32(0.53024304), 'Man': np.float32(99.46976)}"
8309,more than 70,Male,Indian,35,Man,"{'Woman': np.float32(6.7636395), 'Man': np.float32(93.23637)}"
8311,10-19,Male,Southeast Asian,26,Man,"{'Woman': np.float32(0.08468545), 'Man': np.float32(99.91531)}"
8315,0-2,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(15.122931), 'Man': np.float32(84.87707)}"
8318,10-19,Female,Latino_Hispanic,35,Man,"{'Woman': np.float32(15.977456), 'Man': np.float32(84.02255)}"
8319,3-9,Female,Black,29,Man,"{'Woman': np.float32(2.5514874), 'Man': np.float32(97.44852)}"
8328,10-19,Male,Latino_Hispanic,33,Man,"{'Woman': np.float32(9.248038), 'Man': np.float32(90.75196)}"
8330,3-9,Male,East Asian,32,Man,"{'Woman': np.float32(5.67123), 'Man': np.float32(94.328766)}"
8332,10-19,Male,White,33,Man,"{'Woman': np.float32(9.851292), 'Man': np.float32(90.14871)}"
8334,3-9,Male,Indian,21,Man,"{'Woman': np.float32(4.908149), 'Man': np.float32(95.09186)}"
8335,3-9,Male,Indian,27,Man,"{'Woman': np.float32(35.520184), 'Man': np.float32(64.47981)}"
8342,0-2,Male,East Asian,42,Man,"{'Woman': np.float32(0.5574007), 'Man': np.float32(99.442604)}"
8347,0-2,Male,East Asian,21,Man,"{'Woman': np.float32(0.28969198), 'Man': np.float32(99.710304)}"
8348,10-19,Male,White,31,Man,"{'Woman': np.float32(3.819938), 'Man': np.float32(96.18006)}"
8359,10-19,Female,Indian,31,Woman,"{'Woman': np.float32(99.99944), 'Man': np.float32(0.0005643104)}"
8362,3-9,Male,Southeast Asian,29,Man,"{'Woman': np.float32(3.734462), 'Man': np.float32(96.26554)}"
8363,3-9,Female,Middle Eastern,31,Man,"{'Woman': np.float32(1.4093491), 'Man': np.float32(98.590645)}"
8366,10-19,Male,Indian,31,Man,"{'Woman': np.float32(1.1432779), 'Man': np.float32(98.85672)}"
8373,3-9,Female,Latino_Hispanic,25,Woman,"{'Woman': np.float32(96.11486), 'Man': np.float32(3.8851361)}"
8379,3-9,Female,Latino_Hispanic,32,Woman,"{'Woman': np.float32(69.10241), 'Man': np.float32(30.897594)}"
8381,0-2,Male,Southeast Asian,35,Woman,"{'Woman': np.float32(81.51074), 'Man': np.float32(18.489256)}"
8388,10-19,Male,Indian,33,Man,"{'Woman': np.float32(0.21289222), 'Man': np.float32(99.7871)}"
8389,0-2,Male,White,24,Woman,"{'Woman': np.float32(90.54251), 'Man': np.float32(9.45749)}"
8392,3-9,Female,East Asian,29,Woman,"{'Woman': np.float32(77.18546), 'Man': np.float32(22.814539)}"
8397,10-19,Male,Indian,42,Man,"{'Woman': np.float32(1.5182986), 'Man': np.float32(98.4817)}"
8402,more than 70,Male,Middle Eastern,32,Man,"{'Woman': np.float32(0.49124664), 'Man': np.float32(99.50876)}"
8408,3-9,Male,Black,33,Man,"{'Woman': np.float32(10.209636), 'Man': np.float32(89.79036)}"
8410,10-19,Male,Latino_Hispanic,34,Man,"{'Woman': np.float32(0.7296748), 'Man': np.float32(99.27033)}"
8411,3-9,Female,East Asian,21,Woman,"{'Woman': np.float32(82.18132), 'Man': np.float32(17.818682)}"
8422,10-19,Male,Middle Eastern,23,Man,"{'Woman': np.float32(10.637464), 'Man': np.float32(89.36254)}"
8423,3-9,Male,East Asian,35,Man,"{'Woman': np.float32(7.7790337), 'Man': np.float32(92.22096)}"
8424,3-9,Male,Middle Eastern,43,Woman,"{'Woman': np.float32(75.95497), 'Man': np.float32(24.045027)}"
8428,10-19,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.7084115), 'Man': np.float32(99.29159)}"
8429,3-9,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(2.1868577), 'Man': np.float32(97.81315)}"
8431,3-9,Male,East Asian,33,Man,"{'Woman': np.float32(5.3403587), 'Man': np.float32(94.659645)}"
8432,10-19,Male,Latino_Hispanic,33,Man,"{'Woman': np.float32(18.987633), 'Man': np.float32(81.01237)}"
8456,more than 70,Male,Indian,58,Man,"{'Woman': np.float32(0.84712934), 'Man': np.float32(99.15286)}"
8458,10-19,Female,White,35,Man,"{'Woman': np.float32(28.610506), 'Man': np.float32(71.38949)}"
8459,3-9,Male,Middle Eastern,28,Woman,"{'Woman': np.float32(86.890305), 'Man': np.float32(13.109693)}"
8464,3-9,Male,White,31,Woman,"{'Woman': np.float32(88.8354), 'Man': np.float32(11.164597)}"
8467,3-9,Male,Southeast Asian,20,Man,"{'Woman': np.float32(1.3789314), 'Man': np.float32(98.62108)}"
8469,10-19,Male,Indian,38,Man,"{'Woman': np.float32(14.1294365), 'Man': np.float32(85.87057)}"
8471,3-9,Male,Black,42,Man,"{'Woman': np.float32(3.5329025), 'Man': np.float32(96.467094)}"
8473,0-2,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(16.445631), 'Man': np.float32(83.55437)}"
8474,3-9,Female,White,22,Woman,"{'Woman': np.float32(99.520065), 'Man': np.float32(0.4799395)}"
8475,3-9,Male,East Asian,21,Man,"{'Woman': np.float32(0.5014346), 'Man': np.float32(99.49857)}"
8479,3-9,Male,White,27,Man,"{'Woman': np.float32(0.7551707), 'Man': np.float32(99.244835)}"
8482,more than 70,Female,White,39,Man,"{'Woman': np.float32(39.753212), 'Man': np.float32(60.246796)}"
8484,10-19,Female,East Asian,26,Man,"{'Woman': np.float32(5.260407), 'Man': np.float32(94.73959)}"
8490,10-19,Female,Indian,27,Man,"{'Woman': np.float32(19.271318), 'Man': np.float32(80.72868)}"
8496,10-19,Male,White,27,Man,"{'Woman': np.float32(47.78199), 'Man': np.float32(52.218014)}"
8498,3-9,Male,Indian,31,Man,"{'Woman': np.float32(0.21020423), 'Man': np.float32(99.789795)}"
8499,3-9,Male,Black,27,Man,"{'Woman': np.float32(9.18594), 'Man': np.float32(90.81406)}"
8509,3-9,Male,Middle Eastern,27,Man,"{'Woman': np.float32(37.664227), 'Man': np.float32(62.33577)}"
8517,3-9,Female,Black,35,Man,"{'Woman': np.float32(5.4201856), 'Man': np.float32(94.57981)}"
8520,10-19,Female,Middle Eastern,34,Woman,"{'Woman': np.float32(71.67677), 'Man': np.float32(28.323225)}"
8540,3-9,Male,Black,29,Man,"{'Woman': np.float32(1.4555224), 'Man': np.float32(98.54449)}"
8545,3-9,Male,Black,30,Man,"{'Woman': np.float32(3.6134813), 'Man': np.float32(96.38651)}"
8550,3-9,Male,East Asian,39,Woman,"{'Woman': np.float32(82.5742), 'Man': np.float32(17.425806)}"
8551,3-9,Male,Indian,26,Man,"{'Woman': np.float32(43.895695), 'Man': np.float32(56.1043)}"
8554,10-19,Female,White,36,Man,"{'Woman': np.float32(31.679981), 'Man': np.float32(68.320015)}"
8561,3-9,Male,East Asian,19,Man,"{'Woman': np.float32(0.25403643), 'Man': np.float32(99.74597)}"
8563,3-9,Female,Latino_Hispanic,38,Man,"{'Woman': np.float32(9.577478), 'Man': np.float32(90.42252)}"
8565,3-9,Male,Latino_Hispanic,25,Man,"{'Woman': np.float32(7.8995576), 'Man': np.float32(92.10045)}"
8567,10-19,Male,White,33,Man,"{'Woman': np.float32(17.782093), 'Man': np.float32(82.2179)}"
8569,more than 70,Female,Indian,28,Man,"{'Woman': np.float32(6.3931413), 'Man': np.float32(93.606865)}"
8571,3-9,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(66.891304), 'Man': np.float32(33.108704)}"
8572,3-9,Male,Indian,30,Woman,"{'Woman': np.float32(94.56175), 'Man': np.float32(5.438248)}"
8579,10-19,Male,Indian,33,Man,"{'Woman': np.float32(1.1046764), 'Man': np.float32(98.895325)}"
8587,3-9,Male,Middle Eastern,28,Man,"{'Woman': np.float32(3.68918), 'Man': np.float32(96.31082)}"
8588,0-2,Male,East Asian,36,Man,"{'Woman': np.float32(6.4661593), 'Man': np.float32(93.533844)}"
8592,3-9,Male,White,31,Man,"{'Woman': np.float32(38.44937), 'Man': np.float32(61.55063)}"
8599,3-9,Female,East Asian,22,Man,"{'Woman': np.float32(0.7140449), 'Man': np.float32(99.28596)}"
8600,more than 70,Male,White,58,Man,"{'Woman': np.float32(3.7105527), 'Man': np.float32(96.28945)}"
8602,10-19,Female,Latino_Hispanic,28,Woman,"{'Woman': np.float32(99.59301), 'Man': np.float32(0.4069859)}"
8606,0-2,Male,Southeast Asian,32,Woman,"{'Woman': np.float32(61.850037), 'Man': np.float32(38.149967)}"
8613,10-19,Female,Black,22,Man,"{'Woman': np.float32(2.5453546), 'Man': np.float32(97.45464)}"
8615,3-9,Male,Southeast Asian,27,Man,"{'Woman': np.float32(2.363194), 'Man': np.float32(97.63681)}"
8617,3-9,Female,Southeast Asian,33,Man,"{'Woman': np.float32(5.786588), 'Man': np.float32(94.21342)}"
8620,3-9,Female,East Asian,29,Man,"{'Woman': np.float32(1.0998441), 'Man': np.float32(98.900154)}"
8621,3-9,Male,Indian,31,Man,"{'Woman': np.float32(10.389129), 'Man': np.float32(89.61087)}"
8629,3-9,Female,East Asian,30,Woman,"{'Woman': np.float32(89.82002), 'Man': np.float32(10.179975)}"
8631,3-9,Male,East Asian,49,Man,"{'Woman': np.float32(0.45783886), 'Man': np.float32(99.54216)}"
8636,10-19,Male,East Asian,27,Man,"{'Woman': np.float32(1.0718312), 'Man': np.float32(98.92816)}"
8638,more than 70,Female,Middle Eastern,47,Man,"{'Woman': np.float32(1.663577), 'Man': np.float32(98.336426)}"
8649,10-19,Male,Indian,41,Man,"{'Woman': np.float32(18.866003), 'Man': np.float32(81.133995)}"
8655,10-19,Female,Black,29,Woman,"{'Woman': np.float32(91.83598), 'Man': np.float32(8.164022)}"
8661,10-19,Female,Indian,24,Man,"{'Woman': np.float32(7.0843687), 'Man': np.float32(92.915634)}"
8662,10-19,Female,Middle Eastern,33,Woman,"{'Woman': np.float32(99.983406), 'Man': np.float32(0.016594145)}"
